id,nombre,desc
MEALS9,"Time spent past year preparing meals","During the past year (in the last 12 months), how much time did you spend preparing meals or cleaning up from meals?"
VIGOROU9,"Time spent past year vigorous chores","During the past year (in the last 12 months), how often did you do chores at home requiring vigorous physical effort, such as chopping wood, tilling soil, shoveling snow, shampooing carpets, washing walls or windows, plumbing, tiling, or outdoor painting?"
WATCHTV9,"Time spent past year watching TV","During the past year, when you were not working or doing chores around the house: Did you watch television..."
SPORTS9,"Time spent sport/exercise","During the past year, when you were not working or doing chores around the house: Did you play sports or exercise..."
SWEATPA9,"Time spent sweat from exertion","During the past year, when you were not working or doing chores around the house: Did you sweat from exertion..."
WALKBIK9,"Time spent walk/bike","During the past year, when you were not working or doing chores around the house: Did you walk or bike to and from work, school or errands..."
COUGLWK9,"Times/week leak due to cough, laugh, etc.","If YES to LEKCOUG9: About how many time per week have you lost any urine under these circumstances?"
URGELWK9,"Times/week leak due to urge to void","If YES to LEKURGE9: About how many times per week have you lost any urine under this circumstance?"
TOOBUSY9,"Too busy","People fail to get health care for a variety of reasons. Have any of the following reasons prevented you from getting health care? - Too busy / didn't have the time"
EXPENSI9,"Too expensive","Since your last study visit, you were taking hormones and then stopped. What were your reasons for stopping? Too expensive"
EXCLUDE9,"Too many/few foods/calories or more than 10 skipped","Too many/few foods/calories or >10 skipped"
TBFNHAN9,"Total Body Fat (NHANES/RJL Equation)","Total Body Fat (NHANES/RJL Eq.)"
TBWNHAN9,"Total Body Water 1 (NHANES/RJL Equation)","Total Body Water 1 (NHANES/RJL Eq.)"
HPBMDT9,"Total Hip bone mineral density (BMD) with cross-calibration applied","Total Hip BMD w/cross-calibration applied"
SPBMDT9,"Total Spine bone mineral density (BMD) with cross-calibration applied","Total Spine BMD w/cross-calibration applied"
INCOME9,"Total family income","What is your total family income (before taxes) from all sources within your household in the last year?"
TOTEXPH9,"Total hours exposed to smoke-other places","During the past 7 days, how many total hours were you exposed to tobacco smoke while at places other than home or work (including meetings, restaurants, bars, parties, etc.)?"
DTTTRAN9,"Trans fats, g","Trans fats, g"
NOTRANS9,"Travel distance/no transportation","People fail to get health care for a variety of reasons. Have any of the following reasons prevented you from getting health care? - Travel distance / lack of transportation"
TRBLSLE9,"Trouble falling asleep past 2 weeks","In the past two weeks: Did you have trouble falling asleep?"
CONTROL9,"Unable to control important things in your life","In the past two weeks you have: Felt unable to control important things in your life?"
UPSEPAN9,"Upset this week","Indicate in the space next to each item how strongly you have experienced these feelings this past week: Upset"
FLAGSRP9,"Used self-reported physical measures","Used self-reported physical measures"
ESTLSTV9,"Using any estrogen/progestin at time of last study visit","Were you using any prescription medications containing estrogen or progestin at the time of your last study visit?"
UTERPRO9,"Uterine procedure since last visit","Since your last study visit, have you had any of the following surgeries or procedures? Any other procedures, other than D and C, for example: cesarean section, IUD insertion, fibroid removal or endometrial biopsy?"
VAGDISH9,"Vaginal discharge past 2 weeks","Thinking back over the past two weeks, how often have you had: Vaginal discharge?"
VAGINDR9,"Vaginal dryness past 2 weeks","Thinking back over the past two weeks, how often have you had: Vaginal dryness?"
VAGIRRT9,"Vaginal irritation/itching past 2 weeks","Thinking back over the past two weeks, how often have you had: Vaginal irritation/itching?"
VAGSORE9,"Vaginal soreness/pain past 2 weeks","Thinking back over the past two weeks, how often have you had: Vaginal soreness/pain?"
FODPNVD9,"Vegetarian Diet past week","If YES to VEGDIET9, have you used this food plan in the past week? Vegetarian diet"
VEGDIET9,"Vegetarian Diet past year","In the past year have you used: Vegetarian diet"
FAMLVIO9,"Violent event to other family member upsetting since last visit","Since your last study visit, have you experienced any of the following: Major accident, assault, disaster, robbery or other violent event happened to a family member? If you have, indicate how upsetting it was."
SELFVIO9,"Violent event to self upsetting since last visit","Since your last study visit, have you experienced any of the following: Major accident, assault, disaster, robbery or other violent event happened to yourself? If you have, indicate how upsetting it was."
DTTB129,"Vitamin B12, mcg","Vitamin B12, mcg"
DTTVITD9,"Vitamin D, IU","Vitamin D, IU"
VLNTHR19,"Volunteer (1) hours/week","What type of volunteer work do you do? How many hours a week do you spend doing it?"
VLNTHR29,"Volunteer (2) hours/week","What type of volunteer work do you do? How many hours a week do you spend doing it?"
VLNTHR39,"Volunteer (3) hours/week","What type of volunteer work do you do? How many hours a week do you spend doing it?"
WAIST9,"Waist Circumference","Waist Circumference"
WASTMEA9,"Waist measurement taken in","Waist measurement taken in:"
WAKEARL9,"Wake up early past 2 weeks","In the past two weeks: Did you wake up earlier than you had planned to, and were unable to fall asleep again?"
WAKEUP9,"Wake up several times/night past 2 weeks","In the past two weeks: Did you wake up several times a night?"
COMPBIA9,"Was bioimpedance measurement completed","Was bioimpedance measurement completed?"
BIORRUN9,"Was measurement re-run","Was the measurement re-run?"
ALCHWK9,"Weekly variability Alcohol","Wkly variability Alcohol"
DARYWK9,"Weekly variability Dairy","Wkly variability Dairy"
FATWK9,"Weekly variability Fat/Sweet","Wkly variability Fat/Sweet"
FRUTWK9,"Weekly variability Fruit","Wkly variability Fruit"
FVWK9,"Weekly variability Fruit + Vegetables","Wkly variability Fruit+Veg"
GRANWK9,"Weekly variability Grains","Wkly variability Grains"
MEATWK9,"Weekly variability Meat","Wkly variability Meat"
VEGWK9,"Weekly variability Vegetables","Wkly variability Veg"
WEIGHT9,"Weight (in kg)","Weight (in kg)"
SCALE9,"Weight Scale Type","Weight Scale Type"
WTSELF9,"Weight Self-Reported Reason","If Self Report, then choose one of the following:"
WTSELFS9,"Weight Self-Reported, Other Specify","If Self Report, then choose one of the following: Other - Specify"
FODPNWW9,"Weight Watchers past week","If YES to WEGHTWT9, have you used this food plan in the past week? Weight Watchers"
WEGHTWT9,"Weight Watchers past year","In the past year have you used: Weight Watchers"
SIDE9,"Which side of body electrodes placed","On which side of the body were the electrodes placed?"
WVITAMI9,"Women's vitamins","During the past 12 months, have you used any of the following for your health? Vitamin or supplement combination especially designed for women's health"
WVITGEN9,"Women's vitamins - General Health","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: For general health?"
WVITHAR9,"Women's vitamins - Heart","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: To reduce the risk of heart disease?"
WVITMEM9,"Women's vitamins - Improve Memory","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: To improve memory?"
WVITMEN9,"Women's vitamins - Menopausal symptoms","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: To relieve menopausal symptoms?"
WVITOST9,"Women's vitamins - Osteoporosis","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: To reduce the risk of osteoporosis?"
WVITOTH9,"Women's vitamins - Other reason","If YES to WVITAMI9: Please tell me whether or not you use vitamin or supplement combination especially for women's health: Is there any other reason you use vitamin or supplement combination especially for women's health?"
